Date,Text,sentiment_score
2023-01-23,UNICEF and Microsoft Prioritize Education Via the Learning Passport  unicef usa,0.048089880496263504
2023-01-23,Microsoft extends OpenAI partnership in a “multibillion dollar investment”  The Verge,0.814518928527832
2023-01-23,Microsoft and OpenAI extend partnership  The Official Microsoft Blog,0.13651502132415771
2023-01-23,OpenAI and Microsoft extend partnership  OpenAI,0.20707860589027405
2023-01-23,"Microsoft to Invest $10 Billion in OpenAI, the Creator of ChatGPT (Published 2023)  The New York Times",0.11500409245491028
2023-01-23,Microsoft announces new multibillion-dollar investment in ChatGPT-maker OpenAI  CNBC,0.19695772230625153
2023-01-23,Microsoft to Invest $10 Billion in ChatGPT Maker OpenAI (MSFT)  Bloomberg.com,0.17733055353164673
2023-01-24,Microsoft confirms it’s investing billions in the creator of ChatGPT  CNN,0.16247603297233582
2023-01-24,"Spotify, Google, Microsoft, and more: 2023 tech layoffs are already piling up  Yahoo Finance",-0.9570373296737671
2023-01-24,"Microsoft earnings beat expectations, cloud growth continues to slow  Yahoo Finance",-0.9559615850448608
2023-01-24,"Microsoft offers lackluster guidance, says new business growth slowed in December  CNBC",-0.9107484817504883
2023-01-24,Who is winning the Microsoft-OpenAI partnership?  Fortune,0.09669756889343262
2023-01-24,Azure OpenAI Service for Startups  Microsoft,0.07553786039352417
2023-01-24,Microsoft confirms ‘multibillion-dollar’ OpenAI investment  Technology Magazine,0.5890507698059082
2023-01-25,Building an anti-ransomware program at Microsoft focused on an Optimal Ransomware Resiliency State  Microsoft,0.3335912525653839
2023-01-25,Introducing ClimaX: The first foundation model for weather and climate  Microsoft,0.1439005583524704
2023-01-25,Biomedical Research Platform Terra Now Available on Microsoft Azure  Microsoft,0.05837995558977127
2023-01-25,Announcing Windows 11 Insider Preview Build 25284  Windows Blog,0.017266299575567245
2023-01-25,Microsoft expands Office 365 availability to secret-level workloads  DefenseScoop,0.6828842163085938
2023-01-25,Office 365 Secret cloud now available for US national security missions  Microsoft,0.07121571153402328
2023-01-25,Microsoft cloud outage hits users around the world  Reuters,-0.928425669670105
2023-01-25,Microsoft’s security arm is now a $20 billion per year business  Yahoo Finance,0.06148102879524231
2023-01-25,"Create more integrated cloud experiences with over 1,400 connectors  The Official Microsoft Blog",0.1457056850194931
2023-01-25,"In the digital age, democracy depends on information literacy  The Official Microsoft Blog",-0.023317456245422363
2023-01-25,Microsoft says services have recovered after widespread outage  BBC,0.7807448506355286
2023-01-25,"Microsoft attracting users to its code-writing, generative AI software  Reuters",0.16072958707809448
2023-01-25,Plan for the future with Microsoft Security | Microsoft Security Blog  Microsoft,0.00775386206805706
2023-01-26,New year brings extended capabilities with Microsoft Cloud for Sustainability  Microsoft,0.7329902648925781
2023-01-26,Improve identity strategy with Microsoft | Microsoft Security Blog  Microsoft,0.2025647610425949
2023-01-26,Four Ways Leaders Can Empower People for How Work Gets Done  Microsoft,0.17381255328655243
2023-01-26,Introducing kernel sanitizers on Microsoft platforms  Microsoft,0.06516633927822113
2023-01-26,Protect against cybersecurity risks with Microsoft 365 A5 security  Microsoft,0.062111519277095795
2023-01-27,"OpenAI, Microsoft want court to toss lawsuit accusing them of abusing open-source code  Reuters",-0.7607556581497192
2023-01-30,Communicate and create your way: What’s new in Microsoft 365 Accessibility for October-December 2022  The Official Microsoft Blog,0.01897766813635826
2023-01-30,Microsoft surpasses $20B in security revenue as enterprise customers consolidate  Cybersecurity Dive,0.9130688309669495
2023-01-30,From new capabilities in Viva Goals to Loop—here’s what’s new in Microsoft 365  Microsoft,0.05401069298386574
2023-01-30,Microsoft Research project helps languages survive — and thrive  Microsoft Source,0.6531801223754883
2023-01-30,Microsoft Cloud for Retail: Creating resilient retailers with our partners  Microsoft,0.6672505140304565
2023-01-30,Manage your Power Automate Desktop flows using Web APIs  Microsoft,0.04500441253185272
2023-01-30,"Microsoft named a Leader in 2023 Gartner® Magic Quadrant™ for Integration Platform as a Service, Worldwide  Microsoft Azure",0.7680752873420715
2023-01-30,Lessons learned optimizing Microsoft’s internal use of Azure  Microsoft Azure,0.18832173943519592
2023-01-31,Microsoft Warns Employees Not to Share Sensitive Data With ChatGPT  Business Insider,-0.6042736768722534
2023-01-31,Husky Technologies’ remote-monitoring solution delivers real-time predictability and reduces operating costs  Microsoft,0.8692901730537415
2023-01-31,Microsoft Cost Management updates—January 2023  Microsoft Azure,-0.022741876542568207
2023-02-01,Fending off cyberattacks: NORMA Group uses Microsoft Defender and Azure Sentinel to safeguard its global data  Microsoft,0.051142070442438126
2023-02-02,"Reimagine Education: a digital event on February 9, 2023  Microsoft",0.02160404622554779
2023-02-02,ZS Associates accelerates new project launches by 75% and improves productivity using Microsoft Azure and Microsoft 365  Microsoft,0.9300439357757568
2023-02-02,University of Debrecen delivers future-ready skills and knowledge with Microsoft  Microsoft,0.5709529519081116
2023-02-03,National Railway Company of Belgium takes a security-focused route with Microsoft Security solutions  Microsoft,0.23844142258167267
2023-02-05,"Dear Microsoft: I don’t want you to remind me later, just take NO for an answer  Windows Central",-0.023750843480229378
2023-02-06,"Exclusive: Bill Gates On Advising OpenAI, Microsoft And Why AI Is ‘The Hottest Topic Of 2023’  Forbes",0.07206236571073532
2023-02-06,"Global aquaculture feed producer uses Microsoft Project to gain efficiencies, improve collaboration  Microsoft",0.8613908886909485
2023-02-06,Hi Rez Studios leverages Terraform and Azure to scale gaming platforms  Microsoft,0.15014567971229553
2023-02-06,Microsoft Project helps Danish skylight manufacturer unify data systems and remote employees while improving processes  Microsoft,0.419972687959671
2023-02-07,Climavision analyzes more data to provide enhanced weather forecasting using Azure HPC + AI  Microsoft,0.14582039415836334
2023-02-07,"Reinventing search with a new AI-powered Microsoft Bing and Edge, your copilot for the web  The Official Microsoft Blog",0.04052446410059929
2023-02-08,Leading innovation service provider sets new industry standard with Dynamics 365  Microsoft,0.5622909665107727
2023-02-08,"Carlsberg improves digital employee experience to reach 29,000 employees using Microsoft VIVA  Microsoft",0.8921501636505127
2023-02-08,"Oops! How Google bombed, while doing pretty much exactly the same thing as Microsoft did, with similar results  Marcus on AI",0.21982865035533905
2023-02-08,Azure Quantum and Classiq collaborate to offer researchers and educators accelerated quantum algorithm design  Microsoft Azure,0.137452632188797
2023-02-09,T-Mobile saves thousands of hours and achieves 12x gains in process efficiency with Power Platform  Microsoft,0.9016282558441162
2023-02-09,Reimagine personalized learning with new category of tools from Microsoft Education  Microsoft,0.1272163987159729
2023-02-09,Strabag SE builds a risk management solution to improve efficiency using Microsoft Intelligent Data Platform  Microsoft,0.7148127555847168
2023-02-09,Georgia Banking Company turbocharges growth with cloud adoption and Microsoft Security  Microsoft,0.6807889342308044
2023-02-10,"Microsoft is even cutting cloud and AI workers in its plan to lay off 10,000 employees, internal email shows  Business Insider",-0.9600115418434143
2023-02-10,"Microsoft continues with previously announced layoffs, as Seattle-area total nears 1,500 people  GeekWire",-0.9431495070457458
2023-02-10,10 highly useful add-ins for Microsoft Office  Computerworld,0.6860264539718628
2023-02-10,Microsoft Adds ChatGPT AI Technology to Bing Search Engine  The Wall Street Journal,0.11675549298524857
2023-02-10,"3 trends will shape the future of work, according to Microsoft’s CEO  The World Economic Forum",0.1442210078239441
2023-02-13,Microsoft Admits Game Pass Cannibalizes Sales  IGN,-0.9031516313552856
2023-02-13,Impact X-Venture Studio: Microsoft’s drive to accelerate underrepresented tech startups  Microsoft UK Stories,0.2521952688694
2023-02-13,Industrial metaverse: The data driven future of industries  Microsoft,0.043869636952877045
2023-02-14,Microsoft's Bing A.I. made several factual errors in last week's launch demo  CNBC,-0.8531372547149658
2023-02-14,Microsoft permanently disables Internet Explorer for all devices  CBS News,-0.6964303255081177
2023-02-14,Microsoft’s Bing AI demo called out for several errors  CNN,-0.931386411190033
2023-02-14,Planning a digital journey for fruits and vegetables: IFCO optimizes its circular economy with Microsoft Azure  Microsoft,0.17252804338932037
2023-02-14,"BKW uses Windows 365 to build a reliable, secure and flexible virtual PC to enable hybrid working  Microsoft",0.32216137647628784
2023-02-15,Easily migrate SQL Server applications to the cloud with Azure  Microsoft,0.11770794540643692
2023-02-15,Unlock students’ full potential with Education Insights in Microsoft Teams  Microsoft,0.17035456001758575
2023-02-15,Announcing Windows 11 Insider Preview Build 25300  Windows Blog,0.0056861769407987595
2023-02-15,The rise and fall of Microsoft’s new Bing  Marcus on AI,-0.15082232654094696
2023-02-15,Microsoft TechSpark: Growing economic opportunity across the United States  The Official Microsoft Blog,0.32974809408187866
2023-02-16,"“Interacting with people that don’t necessarily look or think like me, I feel that it helps broaden me and I think it helps broaden them as well. “  Microsoft Source",0.17356020212173462
2023-02-16,GF Piping Systems tackles social and environmental challenges using Microsoft Azure services  Microsoft,0.12256113439798355
2023-02-16,Microsoft Considers More Limits for Its New A.I. Chatbot (Published 2023)  The New York Times,0.045638106763362885
2023-02-16,"Responsible cobalt sourcing ‘will take a coalition to solve,’ Microsoft says  Supply Chain Dive",0.05937444791197777
2023-02-16,Manage opportunities more effectively with the new sales pipeline view!  Microsoft,0.26278120279312134
2023-02-16,Is Bing too belligerent? Microsoft looks to tame AI chatbot  AP News,-0.4596092700958252
2023-02-16,Microsoft's Bing A.I. is producing creepy conversations with users  CNBC,-0.08177540451288223
2023-02-17,A Conversation With Bing’s Chatbot Left Me Deeply Unsettled (Published 2023)  The New York Times,-0.020319797098636627
2023-02-17,What is Microsoft's Approach to AI?  Microsoft Source,0.010363396257162094
2023-02-17,"Microsoft, Google, and a New Era of Antitrust  Harvard Business Review",0.0222158245742321
2023-02-17,Microsoft is looking for ways to rein in Bing AI chatbot after troubling responses  CNN,-0.8405269384384155
2023-02-19,"I asked Microsoft's new Bing with ChatGPT about Microsoft and oh, it had opinions  ZDNET",0.033465392887592316
2023-02-20,USA Surfing Joins the AI Wave with Azure  Microsoft,0.1349332481622696
2023-02-20,"Zain Kuwait, ZainTech, and Microsoft collaborate to launch the National Cloud Initiative, empowering organizations in the country – Middle East & Africa News Center  Microsoft Source",0.23782052099704742
2023-02-20,ChatGPT for Robotics: Design Principles and Model Abilities  Microsoft,0.027780162170529366
2023-02-21,Microsoft enters 10-year agreement with Nvidia and Nintendo in fight to save Activision deal  CNN,0.36122560501098633
2023-02-21,Important Security Changes to USF Login Processes  University of South Florida,0.015247104689478874
2023-02-21,Microsoft partners driving change in the financial services industry  Microsoft,0.37880995869636536
2023-02-21,Join us for Microsoft Customer Success Day - Microsoft Dynamics 365 Blog  Microsoft,0.043106045573949814
2023-02-21,Microsoft To Do to Let Admins Restrict Personal Accounts on Android  Petri IT Knowledgebase,-0.08551614731550217
2023-02-21,Microsoft named Best Email Security Service of 2023 by SE Labs | Microsoft Security Blog  Microsoft,0.7021793127059937
2023-02-21,2022 in review: DDoS attack trends and insights  Microsoft,-0.011337429285049438
2023-02-21,"What did they know, and when did they know it? The Microsoft Bing edition.  Marcus on AI",-0.012024955824017525
2023-02-22,Microsoft Has Lobotomized the AI That Went Rogue  Popular Mechanics,-0.8284494876861572
2023-02-22,SPAR NL readies for the future of retail with Azure Integration Services  Microsoft,0.14780579507350922
2023-02-22,Enhance literacy development with Reading Progress and Coach  Microsoft,0.19504941999912262
2023-02-22,Microsoft brings its A.I. chatbot to Bing app on iPhone and Android  CNBC,0.12307657301425934
2023-02-22,Sapiens transforms the insurance and financial sectors and cuts time to market in half with Azure  Microsoft,0.13603264093399048
2023-02-22,"Qore cracks the code to cost-effective, high-efficiency core banking by going cloud-native  Microsoft",0.0938744843006134
2023-02-22,Microsoft’s advertising moves in 5 charts  eMarketer,0.08758759498596191
2023-02-22,The new Bing preview experience arrives on Bing and Edge Mobile apps; introducing Bing now in Skype  The Official Microsoft Blog,0.07727373391389847
2023-02-22,Providence Swedish makes medical advancements with Mixed Reality  Microsoft,0.009156569838523865
2023-02-22,Deliver insights with Dynamics 365 Finance business performance analytics  Microsoft,0.05552898719906807
2023-02-22,Digital Manufacturing Platform: ZF plants are now more efficient thanks to the smart factory solution based on Microsoft Azure  Microsoft,0.6990706324577332
2023-02-23,GreenBiz 23: 3 reasons to be optimistic about sustainability progress  Microsoft,0.6858140230178833
2023-02-23,Microsoft to roll out data center battery-sharing worldwide  Data Center Dynamics,0.42791831493377686
2023-02-23,Game Over or Game On?: Regulatory Scrutiny of Microsoft’s Activision Acquisition and the Future of Gaming and Antitrust  Cato Institute,-0.001958981156349182
2023-02-23,Microsoft Azure innovation powers leading price-performance for SQL Server  Microsoft Azure,0.8436009287834167
2023-02-23,Farming from space: How orbital data is unlocking novel agriculture insights  Microsoft Azure,0.13492049276828766
2023-02-23,Microsoft Syntex To Get Pay-As-You-Go Licensing Option for Document Processing Next Month  Redmondmag.com,0.14803846180438995
2023-02-23,EVA Group transforms its processes with the transition to Microsoft Dynamics 365 Business Central  Microsoft,0.20926274359226227
2023-02-23,Duolingo makes learning language fun with help from AI — #LaunchWithAI  Microsoft,0.12223584204912186
2023-02-24,What’s new for seat-based offers in the new commerce experience  Microsoft,0.06576555967330933
2023-02-26,Opinion | The Imminent Danger of A.I. Is One We’re Not Talking About (Published 2023)  The New York Times,0.002968776971101761
2023-02-27,Up onto the roof and into the Azure Cloud: Enpal powers the energy transition with photovoltaic systems  Microsoft,0.0763491541147232
2023-02-27,Monitor your RPA automations with desktop flow activity (Generally Available)  Microsoft,0.011552983894944191
2023-02-27,Agile teams align and get to market faster with Mural and Microsoft  Microsoft Azure,0.7819885015487671
2023-02-27,How Microsoft's experiment in artificial intelligence tech backfired  NPR,-0.27925559878349304
2023-02-27,"Microsoft Flight Simulator Introduces the World’s Heaviest Aircraft, the Antonov AN-225 Mriya  Xbox Wire",0.14123518764972687
2023-02-27,SMART – A Generalized Pretraining Framework for Control Tasks  Microsoft,0.07243826985359192
2023-02-27,Responsible AI: The research collaboration behind new open-source tools offered by Microsoft  Microsoft,0.06187667325139046
2023-02-28,EY expands Microsoft practice with Tallan acquisition  Consulting.us,0.2022203505039215
2023-02-28,From gatekeeper to innovator: How finance teams are using technology to drive strategic innovation  The Official Microsoft Blog,0.06497155129909515
2023-02-28,Picanol Group finds flexibility and faster time to market with Azure Stack  Microsoft,0.9161111116409302
2023-02-28,Previewing Phone Link for iPhone users on Windows 11 with Windows Insiders  Windows Blog,0.01510462537407875
2023-02-28,From AI in Teams Premium to updates for Viva—here’s what’s new in Microsoft 365  Microsoft,0.030910227447748184
2023-02-28,Jaguar Land Rover creates better company continuity with Power Platform app-building  Microsoft,0.85831618309021
2023-02-28,Introducing the redesigned Microsoft Translator app for iOS  Microsoft,0.0750739574432373
2023-02-28,Elephant in the cloud: Bridging the cloud infrastructure talent gap with software  Microsoft,0.2210908681154251
2023-02-28,Laerdal Medical Uses Azure AI Text to Speech to Create Immersive Training Experience  Microsoft,0.051960788667201996
2023-03-01,Why students need Computer Science to succeed  Microsoft,0.05788175016641617
2023-03-01,Microsoft Launches New Intune Suite to Simplify Endpoint Management  Petri IT Knowledgebase,0.45903974771499634
2023-03-02,Announcing Windows 11 Insider Preview Build 25309  Windows Blog,0.013569612056016922
2023-03-02,Microsoft’s New Windows 365 App Brings Cloud PCs into Windows 11  Petri IT Knowledgebase,0.2574809491634369
2023-03-02,Announcing Windows 11 Insider Preview Build 22621.1391 and 22624.1391  Windows Blog,0.005185559391975403
2023-03-02,Microsoft and MITRE Create Tool to Help Security Teams Prepare for Attacks on Machine Learning Systems  The MITRE Corporation,0.18352140486240387
2023-03-06,What’s coming for the Windows Insider Program in 2023  Windows Blog,0.01933647319674492
2023-03-06,How Microsoft’s Approach To Teams Is Helping It Stay Ahead Of The Competition  Forbes,0.6087987422943115
2023-03-06,Introducing Microsoft Dynamics 365 Copilot - Microsoft Dynamics 365 Blog  Microsoft,0.002829037606716156
2023-03-06,The best laptops for computer science students  Microsoft,0.21785588562488556
2023-03-06,The best Surface laptops for engineering students  Microsoft,0.2270319014787674
2023-03-06,The best Surface laptop features for architecture students  Microsoft,0.22610536217689514
2023-03-06,Our best Surface laptop features for college students  Microsoft,0.2761310040950775
2023-03-06,Build solutions faster with Microsoft Power Platform and next-generation AI  Microsoft,0.28636434674263
2023-03-06,Microsoft's Plan To Infuse AI And ChatGPT Into Everything  Forbes,0.09048871695995331
2023-03-07,How Google Became Cautious of AI and Gave Microsoft an Opening  The Wall Street Journal,0.028201159089803696
2023-03-07,Get more with Microsoft 365 E3 through CSP  Microsoft,0.039643533527851105
2023-03-08,"University of Illinois Urbana-Champaign graduates 350,000 identities to cloud in 48 hours  Microsoft",0.032853864133358
2023-03-08,Honoring women who make a difference  Microsoft,0.09074392914772034
2023-03-08,Video super resolution in Microsoft Edge  Windows Blog,0.08077400922775269
2023-03-08,Microsoft tells UK it will license 'Call of Duty' to Sony for 10 years  Reuters,0.1039055660367012
2023-03-09,How to mass deploy Dynamics 365 Warehouse Management – Mobile App  Microsoft,0.0584731362760067
2023-03-09,Atrium Underwriters ensures its future data estate with SQL Server 2022  Microsoft,0.22169247269630432
2023-03-09,Introducing CliffordLayers: Neural Network layers inspired by Clifford / Geometric Algebras.  Microsoft,0.05897922068834305
2023-03-10,Revolutionize customer service with next-generation AI  Microsoft,0.24389337003231049
2023-03-10,Uplift hearts and connect minds on International SEL Day  Microsoft,0.18377336859703064
2023-03-10,Microsoft Loop App to Launch in Public Preview This Month  Petri IT Knowledgebase,0.04600735753774643
2023-03-13,Microsoft lays off an ethical AI team as it doubles down on OpenAI  TechCrunch,-0.9194841384887695
2023-03-13,Microsoft lays off team that taught employees how to make AI tools responsibly  The Verge,-0.8573437929153442
2023-03-13,Microsoft just laid off one of its responsible AI teams  Platformer,-0.9312004446983337
2023-03-13,Lallemand ferments its digital evolution with Microsoft Dynamics 365  Microsoft,0.14124706387519836
2023-03-14,"Nagarro increases efficiency by integrating worldwide employees, systems, and data with Microsoft Cloud solutions  Microsoft",0.5812219977378845
2023-03-14,Microsoft lays off entire AI ethics team while going all out on ChatGPT  Popular Science,-0.5175564289093018
2023-03-14,Deliver personalized customer experiences with Copilot in Dynamics 365 Marketing and Customer Insights  Microsoft,0.09177415072917938
2023-03-14,Microsoft fixes Outlook zero-day used by Russian hackers since April 2022  BleepingComputer,-0.60952228307724
2023-03-14,Cloudflare One DLP integrates with Microsoft Information Protection labels  The Cloudflare Blog,0.17812351882457733
2023-03-14,Student enrollment in Microsoft Authenticator starts March 23  Penn State University,-0.02034706249833107
2023-03-15,Microsoft Store App Awards 2023 nominations are now open!  Windows Blog,0.04249686747789383
2023-03-16,Microsoft adds OpenAI technology to Word and Excel  CNBC,0.07183487713336945
2023-03-16,"Microsoft 365 Copilot Brings Generative AI To Teams, Word And More  CRN Magazine",0.10990875959396362
2023-03-16,"With 365 CoPilot, Microsoft retains its edge over Google in the generative AI arms race  Fast Company",0.8517115116119385
2023-03-16,ChatGPT-style tech brought to Microsoft 365  BBC,0.14299944043159485
2023-03-16,Announcing Windows 11 Insider Preview Build 22621.1465 and 22624.1465  Windows Blog,-0.0033437348902225494
2023-03-16,"Microsoft adds AI tools to office apps like Outlook, Word  AP News",0.2584770619869232
2023-03-16,Microsoft Introduces AI Copilot For The Microsoft 365 Suite For Billions Of Productivity Users  Forbes,0.23045751452445984
2023-03-16,Copilot in Power Virtual Agents: Next-generation AI assists bot building with natural language  Microsoft,0.12091007083654404
2023-03-16,Power Platform is leading a new era of AI-generated low-code app development  Microsoft,0.2980843782424927
2023-03-16,"Microsoft to swap water for air cooling at campus in Phoenix, Arizona  Data Center Dynamics",0.07656369358301163
2023-03-16,AWS Chatbot Now Integrates With Microsoft Teams  Amazon Web Services,0.20206031203269958
2023-03-16,"AI Everywhere, All at Once: Microsoft Unveils Microsoft 365 Copilot  Redmondmag.com",0.017013713717460632
2023-03-16,Introducing Microsoft 365 Copilot – your copilot for work  The Official Microsoft Blog,0.0016818419098854065
2023-03-16,Microsoft announces Copilot: the AI-powered future of Office documents  The Verge,0.08554285764694214
2023-03-16,Copilot in Viva Sales innovates with next-generation AI - Microsoft Dynamics 365 Blog  Microsoft,0.192008376121521
2023-03-16,Announcing a next-generation AI Copilot in Microsoft Power Apps that will transform low-code development  Microsoft,0.20463845133781433
2023-03-16,Microsoft 365 Copilot – Everything You Need to Know  Petri IT Knowledgebase,0.025371434167027473
2023-03-16,"Microsoft is bringing ChatGPT technology to Word, Excel and Outlook  CNN",0.1849314272403717
2023-03-16,Introducing Copilot for Microsoft 365 | Microsoft 365 Blog  Microsoft,0.022158067673444748
2023-03-17,Microsoft’s new Copilot will change Office documents forever  The Verge,0.116602823138237
2023-03-17,Investment innovator Vontobel triples compute capacity using elastic Azure high-performance computing  Microsoft,0.5144405364990234
2023-03-17,Microsoft to Expand Use of GPT-4 in Office Software  GovTech,0.8408554792404175
2023-03-20,How we can use GPT-4 to continually improve AI models in Dynamics 365 and Power Platform  Microsoft,0.5805381536483765
2023-03-20,Nuance and Microsoft Announce the First Fully AI-Automated Clinical Documentation Application for Healthcare  PR Newswire,0.13605962693691254
2023-03-20,Sigma Loyalty Group transforms business through future-proof infrastructure  Microsoft,0.13329243659973145
2023-03-20,How to create a Microsoft Outlook email account  Microsoft,0.009507086127996445
2023-03-20,Microsoft Edge 111 Brings New Copilot Experience to the Sidebar  Petri IT Knowledgebase,0.2999874949455261
2023-03-21,NVIDIA and Microsoft to Bring the Industrial Metaverse and AI to Hundreds of Millions of Enterprise Users via Azure Cloud  NVIDIA Newsroom,0.11852528899908066
2023-03-21,Improve customer loyalty and reduce fraud with Nuance Gatekeeper  Microsoft,0.35463300347328186
2023-03-22,A Stanford Professor on How AI Will Transform Productivity  Microsoft,0.12008726596832275
2023-03-22,US LBM remodels its cybersecurity approach by centralizing IT with Microsoft Security solutions  Microsoft,0.26327669620513916
2023-03-22,"Microsoft launches Loop, its Notion competitor, in public preview  TechCrunch",0.0030687563121318817
2023-03-22,Ecolab Extends Collaboration with Microsoft to Help Enhance Water Data Visibility  Ecolab,0.8323279023170471
2023-03-22,Microsoft inks another deal to capture and store its carbon emissions underground  The Verge,0.7880074977874756
2023-03-22,"You can now try Microsoft Loop, a Notion competitor with futuristic Office documents  The Verge",0.05229968577623367
